"","period","type","distribution","g1,g2","p,q","BIC","pvalue"
"144","daily","sGARCH","norm","2,3","4,3","-3.90509325449051",0
"145","daily","sGARCH","norm","3,1","0,0","-3.91716704028992",2.42218833879093e-09
"146","daily","sGARCH","norm","3,1","0,1","-3.91395922868102",1.88075111040575e-11
"147","daily","sGARCH","norm","3,1","0,2","-3.9111122179254",2.58727483881671e-11
"148","daily","sGARCH","norm","3,1","0,3","-3.90791141927895",2.21500595642965e-12
"149","daily","sGARCH","norm","3,1","0,4","-3.90518279370565",1.31006316905768e-13
"150","daily","sGARCH","norm","3,1","1,0","-3.91391407178678",1.60573776497586e-11
"151","daily","sGARCH","norm","3,1","1,1","-3.91088863199373",2.61579646831933e-12
"152","daily","sGARCH","norm","3,1","1,2","-3.9081193781019",1.08502096196617e-12
"153","daily","sGARCH","norm","3,1","1,3","-3.9051027966729",3.88133969408955e-13
"154","daily","sGARCH","norm","3,1","1,4","-3.90184439842393",1.765254609154e-14
"155","daily","sGARCH","norm","3,1","2,0","-3.91117439012426",3.2744584821387e-11
"156","daily","sGARCH","norm","3,1","2,1","-3.90806747052952",1.50024437317597e-12
"157","daily","sGARCH","norm","3,1","2,2","-3.9102061310369",3.15216741597624e-11
"158","daily","sGARCH","norm","3,1","2,3","-3.90582961757203",5.20694598549198e-14
"159","daily","sGARCH","norm","3,1","2,4","-3.90381078063236",1.95399252334028e-14
"160","daily","sGARCH","norm","3,1","3,0","-3.90793389462772",2.99371638590173e-12
"161","daily","sGARCH","norm","3,1","3,1","-3.90511888958416",4.84390305643956e-13
"162","daily","sGARCH","norm","3,1","3,2","-3.90190796652387",1.56541446472147e-14
"163","daily","sGARCH","norm","3,1","3,3","-3.90002837587633",1.11022302462516e-16
"164","daily","sGARCH","norm","3,1","3,4","-3.89972447983192",5.10702591327572e-15
"165","daily","sGARCH","norm","3,1","4,0","-3.90506330410057",2.64233079860787e-13
"166","daily","sGARCH","norm","3,1","4,1","-3.9017178642039",3.5527136788005e-14
"167","daily","sGARCH","norm","3,1","4,2","-3.90071581859676",4.32986979603811e-14
"168","daily","sGARCH","norm","3,1","4,3","-3.89954631069447",2.39808173319034e-14
"169","daily","sGARCH","norm","3,2","0,0","-3.91984821174372",3.00825253596315e-09
"170","daily","sGARCH","norm","3,2","0,1","-3.91675617012091",4.46775949569655e-12
"171","daily","sGARCH","norm","3,2","0,2","-3.91401415411001",5.93791682490519e-12
"172","daily","sGARCH","norm","3,2","0,3","-3.91079756865803",4.44089209850063e-13
"173","daily","sGARCH","norm","3,2","0,4","-3.90783614858152",3.97459842815806e-14
"174","daily","sGARCH","norm","3,2","1,0","-3.91677191953528",3.17157411444668e-12
"175","daily","sGARCH","norm","3,2","1,1","-3.91374208676706",8.78852546293274e-13
"176","daily","sGARCH","norm","3,2","1,2","-3.91093576306454",3.24185123190546e-13
"177","daily","sGARCH","norm","3,2","1,3","-3.90799557548028",7.4273920347423e-14
"178","daily","sGARCH","norm","3,2","1,4","-3.90451900719381",5.99520433297585e-15
"179","daily","sGARCH","norm","3,2","2,0","-3.91401847982711",8.12960809781771e-12
"180","daily","sGARCH","norm","3,2","2,1","-3.91091407448212",4.54858373188927e-13
"181","daily","sGARCH","norm","3,2","2,2","-3.90889174339958",1.25455201782643e-14
"182","daily","sGARCH","norm","3,2","2,3","-3.90480058215714",2.66453525910038e-15
"183","daily","sGARCH","norm","3,2","2,4","-3.90384226763465",8.65973959207622e-15
"184","daily","sGARCH","norm","3,2","3,0","-3.91080621703965",6.13731288012787e-13
"185","daily","sGARCH","norm","3,2","3,1","-3.90760634584498",5.36237720893951e-14
"186","daily","sGARCH","norm","3,2","3,2","-3.90424663814307",1.89848137210902e-14
"187","daily","sGARCH","norm","3,2","3,3","-3.90945614760684",1.33226762955019e-14
"188","daily","sGARCH","norm","3,2","3,4","-3.90071441808495",5.55111512312578e-16
"189","daily","sGARCH","norm","3,2","4,0","-3.90774017438982",6.87228052242972e-14
"190","daily","sGARCH","norm","3,2","4,1","-3.90441747473056",1.0547118733939e-14
"191","daily","sGARCH","norm","3,2","4,2","-3.9092778101857",0
"192","daily","sGARCH","norm","3,2","4,3","-3.90428497898069",0
"193","daily","sGARCH","norm","3,3","0,0","-3.91764528693075",3.13298054166466e-09
"194","daily","sGARCH","norm","3,3","0,1","-3.91452479849758",5.67446090116164e-12
"195","daily","sGARCH","norm","3,3","0,2","-3.91183898669767",5.74529313013272e-12
"196","daily","sGARCH","norm","3,3","0,3","-3.90872751027733",2.08166817117217e-13
"197","daily","sGARCH","norm","3,3","0,4","-3.90575664466917",2.50910403565285e-14
"198","daily","sGARCH","norm","3,3","1,0","-3.91454094064877",3.83271192561097e-12
"199","daily","sGARCH","norm","3,3","1,1","-3.91148964617718",8.60422844084496e-13
"200","daily","sGARCH","norm","3,3","1,2","-3.90888821207212",2.30149233004795e-13
"201","daily","sGARCH","norm","3,3","1,3","-3.90563528951179",1.50990331349021e-14
"202","daily","sGARCH","norm","3,3","1,4","-3.90246549501852",3.44169137633799e-15
"203","daily","sGARCH","norm","3,3","2,0","-3.91183617219462",8.7984064478519e-12
"204","daily","sGARCH","norm","3,3","2,1","-3.90885323860222",3.70925512527265e-13
"205","daily","sGARCH","norm","3,3","2,2","-3.90826247497812",8.78519479385886e-13
"206","daily","sGARCH","norm","3,3","2,3","-3.90298423216619",1.22124532708767e-15
"207","daily","sGARCH","norm","3,3","2,4","-3.90110889043607",1.33226762955019e-15
"208","daily","sGARCH","norm","3,3","3,0","-3.90873534249729",3.18967074974807e-13
"209","daily","sGARCH","norm","3,3","3,1","-3.9055853904592",2.70894418008538e-14
"210","daily","sGARCH","norm","3,3","3,2","-3.90298518822098",1.88737914186277e-15
"211","daily","sGARCH","norm","3,3","3,3","-3.90195689833003",3.43058914609173e-14
"212","daily","sGARCH","norm","3,3","3,4","-3.90211444513235",0
"213","daily","sGARCH","norm","3,3","4,0","-3.9056445211058",4.71844785465692e-14
"214","daily","sGARCH","norm","3,3","4,1","-3.90234065353325",6.66133814775094e-15
"215","daily","sGARCH","norm","3,3","4,2","-3.90670171047252",0
"216","daily","sGARCH","norm","3,3","4,3","-3.90416423618337",0
"217","daily","eGARCH","norm","1,1","0,0","-3.92358527207492",1.02757202746773e-09
"218","daily","eGARCH","norm","1,1","0,1","-3.92029399846511",3.23499005361327e-11
"219","daily","eGARCH","norm","1,1","0,2","-3.91743482614226",3.75913744576906e-11
"220","daily","eGARCH","norm","1,1","0,3","-3.9140129380732",2.42250663973209e-13
"221","daily","eGARCH","norm","1,1","0,4","-3.9111197105868",2.43138842392909e-14
"222","daily","eGARCH","norm","1,1","1,0","-3.92056571202088",6.39636121846365e-11
"223","daily","eGARCH","norm","1,1","1,1","-3.9174071986616",7.64821539434024e-12
"224","daily","eGARCH","norm","1,1","1,2","-3.91461751326497",7.08655356618237e-13
"225","daily","eGARCH","norm","1,1","1,3","-3.91095281466026",2.33146835171283e-14
"226","daily","eGARCH","norm","1,1","1,4","-3.90780653921721",6.66133814775094e-15
"227","daily","eGARCH","norm","1,1","2,0","-3.91744294913784",3.88810095230951e-11
"228","daily","eGARCH","norm","1,1","2,1","-3.91432798397044",5.25246512950162e-13
"229","daily","eGARCH","norm","1,1","2,2","-3.92062018595343",2.95408142392262e-12
"230","daily","eGARCH","norm","1,1","2,3","-3.91048214700755",1.00919272938427e-13
"231","daily","eGARCH","norm","1,1","2,4","-3.91424416429874",1.59872115546023e-13
"232","daily","eGARCH","norm","1,1","3,0","-3.91401857521914",3.6981528950264e-13
"233","daily","eGARCH","norm","1,1","3,1","-3.91091537521173",4.91828799908944e-14
"234","daily","eGARCH","norm","1,1","3,2","-3.91048660314526",8.83737527601625e-14
"235","daily","eGARCH","norm","1,1","3,3","-3.91309575570479",3.5527136788005e-15
"236","daily","eGARCH","norm","1,1","3,4","-3.91088242989585",1.55431223447522e-15
"237","daily","eGARCH","norm","1,1","4,0","-3.91104888367625",6.18394224716212e-14
"238","daily","eGARCH","norm","1,1","4,1","-3.9077351468445",7.88258347483861e-15
"239","daily","eGARCH","norm","1,1","4,2","-3.91461999165319",2.88657986402541e-15
"240","daily","eGARCH","norm","1,1","4,3","-3.91147034726948",0
"241","daily","eGARCH","norm","1,2","0,0","-3.92982297686898",5.5499660422953e-10
"242","daily","eGARCH","norm","1,2","0,1","-3.92681360455053",1.79327663829554e-11
"243","daily","eGARCH","norm","1,2","0,2","-3.9242841780804",4.44766445895084e-12
"244","daily","eGARCH","norm","1,2","0,3","-3.92091872536797",5.88418203051333e-14
"245","daily","eGARCH","norm","1,2","0,4","-3.91792498265887",6.55031584528842e-15
"246","daily","eGARCH","norm","1,2","1,0","-3.92683518748722",3.40216743666133e-12
"247","daily","eGARCH","norm","1,2","1,1","-3.92389279750557",1.05093711511017e-12
"248","daily","eGARCH","norm","1,2","1,2","-3.92114884868356",1.15907283770866e-13
"249","daily","eGARCH","norm","1,2","1,3","-3.91776808288197",7.43849426498855e-15
"250","daily","eGARCH","norm","1,2","1,4","-3.91477273056907",9.10382880192628e-15
"251","daily","eGARCH","norm","1,2","2,0","-3.92427988928323",6.96043223058496e-12
"252","daily","eGARCH","norm","1,2","2,1","-3.92110826029183",1.91069382537989e-13
"253","daily","eGARCH","norm","1,2","2,2","-3.92046291498948",4.70734562441066e-14
"254","daily","eGARCH","norm","1,2","2,3","-3.91634609187966",1.14575016141316e-13
"255","daily","eGARCH","norm","1,2","2,4","-3.92161583975531",1.3988810110277e-14
"256","daily","eGARCH","norm","1,2","3,0","-3.92090507310369",1.11577413974828e-13
"257","daily","eGARCH","norm","1,2","3,1","-3.91772152672918",1.38777878078145e-14
"258","daily","eGARCH","norm","1,2","3,2","-3.91635930671715",8.94839757847876e-14
"259","daily","eGARCH","norm","1,2","3,3","-3.91998417357574",0
"260","daily","eGARCH","norm","1,2","3,4","-3.91908509133321",0
"261","daily","eGARCH","norm","1,2","4,0","-3.91784562175013",1.08801856413265e-14
"262","daily","eGARCH","norm","1,2","4,1","-3.91463374644731",1.4432899320127e-15
"263","daily","eGARCH","norm","1,2","4,2","-3.91391201318676",2.88657986402541e-15
"264","daily","eGARCH","norm","1,2","4,3","-3.92297629385849",0
"265","daily","eGARCH","norm","1,3","0,0","-3.928488197912",5.95585958329536e-09
"266","daily","eGARCH","norm","1,3","0,1","-3.92553478917855",1.01296748766799e-12
"267","daily","eGARCH","norm","1,3","0,2","-3.92268970833059",1.67976743625786e-13
"268","daily","eGARCH","norm","1,3","0,3","-3.92006957984772",2.22044604925031e-16
"269","daily","eGARCH","norm","1,3","0,4","-3.91704730517474",0
"270","daily","eGARCH","norm","1,3","1,0","-3.9255753248599",6.19504447740837e-13
"271","daily","eGARCH","norm","1,3","1,1","-3.92220584899369",4.42978986825437e-14
"272","daily","eGARCH","norm","1,3","1,2","-3.92035242511289",5.32907051820075e-14
"273","daily","eGARCH","norm","1,3","1,3","-3.91690895934603",1.11022302462516e-16
"274","daily","eGARCH","norm","1,3","1,4","-3.91383755843145",0
"275","daily","eGARCH","norm","1,3","2,0","-3.92307813429399",1.02051700423544e-12
"276","daily","eGARCH","norm","1,3","2,1","-3.91993170332167",1.89848137210902e-14
"277","daily","eGARCH","norm","1,3","2,2","-3.9175224096079",7.7715611723761e-16
"278","daily","eGARCH","norm","1,3","2,3","-3.91616251966633",3.33066907387547e-16
"279","daily","eGARCH","norm","1,3","2,4","-3.91966370193981",3.33066907387547e-16
"280","daily","eGARCH","norm","1,3","3,0","-3.91998977710135",8.88178419700125e-16
"281","daily","eGARCH","norm","1,3","3,1","-3.91680640411412",1.11022302462516e-16
"282","daily","eGARCH","norm","1,3","3,2","-3.91626459802457",1.11022302462516e-16
"283","daily","eGARCH","norm","1,3","3,3","-3.9117828591373",6.27276008913213e-14
"284","daily","eGARCH","norm","1,3","3,4","-3.91666943482508",0
"285","daily","eGARCH","norm","1,3","4,0","-3.91691808211373",2.22044604925031e-16
"286","daily","eGARCH","norm","1,3","4,1","-3.91371989223021",0
"287","daily","eGARCH","norm","1,3","4,2","-3.92104463646282",0
"288","daily","eGARCH","norm","1,3","4,3","-3.91770667459281",0
"289","daily","eGARCH","norm","2,1","0,0","-3.93076515835316",5.83721992963859e-09
"290","daily","eGARCH","norm","2,1","0,1","-3.92792693615166",3.76920716860241e-13
"291","daily","eGARCH","norm","2,1","0,2","-3.92461108111125",6.49480469405717e-14
"292","daily","eGARCH","norm","2,1","0,3","-3.92244206531458",6.66133814775094e-16
"293","daily","eGARCH","norm","2,1","0,4","-3.91913982667804",0
"294","daily","eGARCH","norm","2,1","1,0","-3.92713011854598",2.54574139546548e-13
"295","daily","eGARCH","norm","2,1","1,1","-3.92431739188578",2.22044604925031e-14
"296","daily","eGARCH","norm","2,1","1,2","-3.92185972699629",6.88338275267597e-15
"297","daily","eGARCH","norm","2,1","1,3","-3.91873248788697",0
"298","daily","eGARCH","norm","2,1","1,4","-3.91594646496825",0
"299","daily","eGARCH","norm","2,1","2,0","-3.92457727297425",8.29336599394992e-14
"300","daily","eGARCH","norm","2,1","2,1","-3.92229937261652",4.45199432874688e-14
"301","daily","eGARCH","norm","2,1","2,2","-3.92870931016819",6.2702065761755e-12
"302","daily","eGARCH","norm","2,1","2,3","-3.91720026142085",2.77555756156289e-15
"303","daily","eGARCH","norm","2,1","2,4","-3.92247004034512",5.88418203051333e-15
"304","daily","eGARCH","norm","2,1","3,0","-3.92234913859854",1.22124532708767e-15
"305","daily","eGARCH","norm","2,1","3,1","-3.9186169169487",0
"306","daily","eGARCH","norm","2,1","3,2","-3.91766245936942",1.33226762955019e-15
"307","daily","eGARCH","norm","2,1","3,3","-3.91455339763864",0
"308","daily","eGARCH","norm","2,1","3,4","-3.91281657717389",5.55111512312578e-16
"309","daily","eGARCH","norm","2,1","4,0","-3.91900595252323",0
"310","daily","eGARCH","norm","2,1","4,1","-3.9162730804139",0
"311","daily","eGARCH","norm","2,1","4,2","-3.92349578657011",0
"312","daily","eGARCH","norm","2,1","4,3","-3.91995077490716",0
"313","daily","eGARCH","norm","2,2","0,0","-3.9270397901162",7.09570402435133e-10
"314","daily","eGARCH","norm","2,2","0,1","-3.92461622413793",3.63153951354889e-13
"315","daily","eGARCH","norm","2,2","0,2","-3.9218804218793",2.66786592817425e-13
"316","daily","eGARCH","norm","2,2","0,3","-3.9185446016149",1.11022302462516e-16
"317","daily","eGARCH","norm","2,2","0,4","-3.91583191938121",0
"318","daily","eGARCH","norm","2,2","1,0","-3.92408656075096",6.12843109593086e-14
"319","daily","eGARCH","norm","2,2","1,1","-3.92158390077292",8.31557045444242e-14
"320","daily","eGARCH","norm","2,2","1,2","-3.91906341707612",1.89848137210902e-14
"321","daily","eGARCH","norm","2,2","1,3","-3.91541759710986",0
"322","daily","eGARCH","norm","2,2","1,4","-3.91263950355495",0
"323","daily","eGARCH","norm","2,2","2,0","-3.92183840566304",4.20774526332934e-13
"324","daily","eGARCH","norm","2,2","2,1","-3.91845943314692",1.85407245112401e-14
"325","daily","eGARCH","norm","2,2","2,2","-3.91810076000746",2.4757973449141e-14
