"","period","type","distribution","g1,g2","p,q","BIC","pvalue"
"282","daily","eGARCH","norm","1,3","3,3","-3.91475185020201",9.73476854682076e-12
"283","daily","eGARCH","norm","1,3","3,4","-3.91980933039766",0
"284","daily","eGARCH","norm","1,3","4,0","-3.92043101788034",1.11022302462516e-16
"285","daily","eGARCH","norm","1,3","4,1","-3.9169529776147",0
"286","daily","eGARCH","norm","1,3","4,2","-3.9241215173405",0
"287","daily","eGARCH","norm","1,3","4,3","-3.92080032995437",0
"288","daily","eGARCH","norm","2,1","0,0","-3.93343311293861",5.22789256329759e-10
"289","daily","eGARCH","norm","2,1","0,1","-3.93108061986787",3.35731442646647e-13
"290","daily","eGARCH","norm","2,1","0,2","-3.92768706952074",5.20694598549198e-14
"291","daily","eGARCH","norm","2,1","0,3","-3.92494402888871",1.11022302462516e-16
"292","daily","eGARCH","norm","2,1","0,4","-3.92224039749633",0
"293","daily","eGARCH","norm","2,1","1,0","-3.93111220039116",3.96349619791181e-14
"294","daily","eGARCH","norm","2,1","1,1","-3.92738182590432",1.72084568816899e-14
"295","daily","eGARCH","norm","2,1","1,2","-3.92494581127523",5.6621374255883e-15
"296","daily","eGARCH","norm","2,1","1,3","-3.92182551983861",0
"297","daily","eGARCH","norm","2,1","1,4","-3.91906192337067",0
"298","daily","eGARCH","norm","2,1","2,0","-3.92833874388837",4.06785716222657e-13
"299","daily","eGARCH","norm","2,1","2,1","-3.92486788716023",1.80966353013901e-14
"300","daily","eGARCH","norm","2,1","2,2","-3.93249969975613",7.97140131680862e-14
"301","daily","eGARCH","norm","2,1","2,3","-3.92147608092902",1.11022302462516e-16
"302","daily","eGARCH","norm","2,1","2,4","-3.92595257041952",1.22124532708767e-15
"303","daily","eGARCH","norm","2,1","3,0","-3.92484723047515",3.33066907387547e-16
"304","daily","eGARCH","norm","2,1","3,1","-3.92170946553065",0
"305","daily","eGARCH","norm","2,1","3,2","-3.92159249636715",1.11022302462516e-16
"306","daily","eGARCH","norm","2,1","3,3","-3.91749450791952",1.11022302462516e-15
"307","daily","eGARCH","norm","2,1","3,4","-3.92274939579527",0
"308","daily","eGARCH","norm","2,1","4,0","-3.92267043476959",0
"309","daily","eGARCH","norm","2,1","4,1","-3.91891539985156",0
"310","daily","eGARCH","norm","2,1","4,2","-3.92665275738459",0
"311","daily","eGARCH","norm","2,1","4,3","-3.92335276596298",0
